,id,Group,time-point,HPRT1,MX1,IRF7,OAS1,MX1 Ct ratio,IRF7 Ct ratio,OAS1 Ct ratio,MX1 Ct log,IRF7 Ct log,OAS1 Ct log,delta MX1,delta HPRT1,delta-delta MX1,Fold Change MX1,delta IRF7,delta-delta IRF7,Fold Change IRF7,delta OAS1,delta-delta OAS1,Fold Change OAS1
46,20,rapamycin + HIV,Bleed 9-22,32.4421486015702,29.4504404470226,28.7557540797332,30.0097556462593,0.9077832916897864,0.8863702103362359,0.9250236787586512,0.09674959440587887,0.12062057102651955,0.07793594313935061,-0.23055955760244018,0.7613833043766398,-0.99194286197908,1.98886156680867,-0.47536166107862243,-1.2367449654552622,2.3566621763646505,-0.9086617356952367,-1.6700450400718765,3.182245281253523
47,21,spermidine + HIV,Bleed 9-22,33.9583700145916,30.2916850437436,30.14876552236,30.577370526736,0.892024117492316,0.8878154490161145,0.9004369324439655,0.11426210922019608,0.11899138527368858,0.1048751529720587,0.6106850391185574,2.277604717398038,-1.6669196782794806,3.1753589314139767,0.9176497815481781,-1.35995493584986,2.566771617967894,-0.3410468552185364,-2.6186515726165744,6.141757594842231
48,22,rapamycin + HIV,Bleed 9-22,34.3116052425853,30.8620399333762,30.167317953296,31.2003625224255,0.8994635988371733,0.8792161643272322,0.9093238949864598,0.1059566946292276,0.1287244907941799,0.09505392815447772,1.181039928751158,2.630839945391738,-1.4498000166405802,2.7317018244877667,0.9362022124841758,-1.6946377329075624,3.2369559502043543,0.2819451404709632,-2.348894804920775,5.094338430650157
49,23,rapamycin + HIV,Bleed 9-22,32.1255196085691,29.358836435773,28.7134922420482,29.851579832597,0.9138789595777271,0.893790749282985,0.9292170273452774,0.09005714564355871,0.11228359240993656,0.073412953517148,-0.3221635688520408,0.44475431137553656,-0.7669178802275773,1.7016305975901593,-0.5176234987636228,-0.9623778101391594,1.9485187445330905,-1.0668375493575368,-1.5115918607330734,2.8512447018350695
50,24,spermidine + HIV,Bleed 9-22,31.5536949093821,29.0373785518787,28.3823579543118,29.5495969800777,0.9202528779995524,0.899493958974442,0.9364861093111315,0.0831067793173537,0.10592294159582258,0.06562058976418361,-0.6436214527463413,-0.1270703878114645,-0.5165510649348768,1.430531300779376,-0.8487577865000233,-0.7216873986885588,1.6491097315228755,-1.3688204018768388,-1.2417500140653743,2.3648521903827473
51,26,rapamycin + HIV,Bleed 9-22,32.1197061357973,29.2960433497275,28.7099988829138,29.5078075128044,0.9120893953969635,0.8938437593897102,0.9186823624117174,0.09201727244297593,0.11222428486526391,0.08481485030882173,-0.3849566548975396,0.4389408386037381,-0.8238974935012777,1.7701817495766807,-0.5211168578980221,-0.9600576965017602,1.9453876935394288,-1.4106098691501359,-1.849550707753874,3.6038793351847347
52,27,spermidine + HIV,Bleed 9-22,32.8115797718482,30.0167709916484,29.0879348271784,30.0744159758953,0.9148224864626084,0.8865143046887176,0.9165793352534234,0.08902523639380175,0.12045801745737518,0.08710665216079377,0.33577098702335917,1.1308144746546382,-0.7950434876312791,1.735129676100559,-0.14318091363342234,-1.2739953882880606,2.418303621316793,-0.8440014060592382,-1.9748158807138765,3.930780709000483
53,28,rapamycin + HIV,Bleed 9-22,32.5128337446209,30.367583765597,29.5136265501608,30.5019501924914,0.9340183634599731,0.9077531285639997,0.9381510831099984,0.06825917985452284,0.096782822189638,0.06384427353255331,0.6865837609719598,0.8320684474273357,-0.14548468645537582,1.106102195948173,0.28251080934897743,-0.5495576380783582,1.4636368439977256,-0.41646718946313754,-1.2485356368904732,2.3760013187726705
54,29,spermidine + HIV,Bleed 9-22,33.0187421727239,29.2349263949474,28.7790298387752,29.4851218735181,0.8854040000075403,0.8715967945789578,0.8929813776454256,0.12171124095368664,0.1374283535469825,0.11318955202361065,-0.4460736096776401,1.3379768755303338,-1.784050485207974,3.4439172665842857,-0.4520859020366217,-1.7900627775669555,3.4582994067212693,-1.4332955084364372,-2.771272383966771,6.827097634130758
55,31,rapamycin + HIV,Bleed 9-22,31.4961063901749,28.7624396297977,28.2097431708824,29.2003243334316,0.913206199950164,0.8956581115589046,0.9271090201340105,0.090793575091808,0.11019651074516125,0.07568411500868849,-0.9185603748273401,-0.18465890701866172,-0.7339014678086784,1.6631306055233206,-1.0213725699294223,-0.8367136629107605,1.7859771999414256,-1.7180930485229382,-1.5334341415042765,2.8947407375321497
