,id,plate info,Target,Ct
67,11,B77 9-9#11,MX1,29.2113708677366
68,12,B77 9-9#12,MX1,29.2733118920971
69,13,B77 9-9#13,MX1,30.1145300104819
70,16,B77 9-9#16,MX1,29.5120935589344
71,17,B77 9-9#17,MX1,30.69423411291
72,18,B77 9-9#18,MX1,30.1001631149727
73,19,B77 9-9#19,MX1,28.4447828249532
74,20,B77 9-9#20,MX1,28.2762792808531
75,21,B77 9-9#21,MX1,29.6486756349779
76,22,B77 9-9#22,MX1,30.9451705625993
77,23,B77 9-9#23,MX1,29.0423508213348
78,24,B77 9-9#24,MX1,29.2343374086492
79,26,B77 9-9#26,MX1,28.8755695321044
80,27,B77 9-9#27,MX1,29.2851950384005
81,28,B77 9-9#28,MX1,28.9325689723102
82,29,B77 9-9#29,MX1,30.3841326875547
83,31,B77 9-9#31,MX1,29.0699638314599
84,32,B77 9-9#32,MX1,29.2448360035568
85,1,B77 9-9#1,IRF7,29.9659352361281
86,2,B77 9-9#2,IRF7,29.3867408128009
87,3,B77 9-9#3,IRF7,29.9115112975453
88,4,B77 9-9#4,IRF7,30.0625309973927
89,5,B77 9-9#5,IRF7,28.5280119723858
90,6,B77 9-9#6,IRF7,28.46276895116
91,7,B77 9-9#7,IRF7,29.6339304274053
92,8,B77 9-9#8,IRF7,30.9972162339329
93,9,B77 9-9#9,IRF7,29.2186308618915
94,10,B77 9-9#10,IRF7,30.1262865492373
95,11,B77 9-9#11,IRF7,28.7212589749862
96,12,B77 9-9#12,IRF7,28.8973542339181
97,13,B77 9-9#13,IRF7,29.2584262761507
98,16,B77 9-9#16,IRF7,28.9549818807535
99,17,B77 9-9#17,IRF7,29.9485324299307
100,18,B77 9-9#18,IRF7,29.1982190973065
101,19,B77 9-9#19,IRF7,27.9045127184719
102,20,B77 9-9#20,IRF7,27.810207461698
103,21,B77 9-9#21,IRF7,29.0401414159135
104,22,B77 9-9#22,IRF7,30.3871106518658
105,23,B77 9-9#23,IRF7,28.6477096660061
106,24,B77 9-9#24,IRF7,29.0412197140435
107,26,B77 9-9#26,IRF7,28.255782968048
108,27,B77 9-9#27,IRF7,28.9258481246746
109,28,B77 9-9#28,IRF7,28.4695090645673
110,29,B77 9-9#29,IRF7,29.6840392897246
111,31,B77 9-9#31,IRF7,28.6470718378315
112,32,B77 9-9#32,IRF7,28.8566586101917
113,33,B77 9-9#33,IRF7,29.379017598426
